ilan_id,ilan_linki,ilan_tarihi,ilan_tipi,metrekare,bina_yasi,kat,konum,fiyat,para_birimi,il,ilce,skor,kademe,fiyat_per_m2,banyo_sayisi,kat_sayisi,isinma_tipi,cephe,kullanim_durumu,oda_sayisi_yeni,salon_sayisi,kat_sayisi_encoded,cephe_kuzey,cephe_guney,cephe_dogu,cephe_bati
34400-4790,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/34400-4790,25-04-2025,Daire,130.0,5.0,6. Kat,İstanbul / Kadıköy / Suadiye Mah.,17250000,TL,İstanbul,Kadıköy,4.91,1. Kademe,132692.31,2.0,9.0,Kombi,Batı,Boş,3,1,6.0,0,0,0,1
138068-791,https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-satilik/daire/138068-791,25-04-2025,Daire,110.0,22.0,6. Kat,İstanbul / Kadıköy / Caddebostan Mah.,17250000,TL,İstanbul,Kadıköy,4.91,1. Kademe,156818.18,1.0,14.0,Merkezi,Güney,Boş,3,1,6.0,0,1,0,0
134386-22,https://www.hepsiemlak.com/mugla-bodrum-eskicesme-satilik/daire/134386-22,19-04-2025,Daire,130.0,22.0,Bahçe Katı,Muğla / Bodrum / Eskiçeşme Mah.,17250000,TL,Muğla,Bodrum,2.483,1. Kademe,132692.31,1.0,3.0,Klima,Güney,Mülk Sahibi,3,1,0.0,0,1,0,0
17370-1174,https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-satilik/daire/17370-1174,04-04-2025,Daire,110.0,26.0,6. Kat,İstanbul / Kadıköy / Caddebostan Mah.,17250000,TL,İstanbul,Kadıköy,4.91,1. Kademe,156818.18,1.0,14.0,Merkezi,Güney,Boş,3,1,6.0,0,1,0,0
6220-20989,https://www.hepsiemlak.com/istanbul-sariyer-maslak-satilik/daire/6220-20989,22-04-2025,Daire,135.0,15.0,7. Kat,İstanbul / Sarıyer / Maslak Mah.,17250000,TL,İstanbul,Sarıyer,3.249,1. Kademe,127777.78,2.0,33.0,Merkezi (Pay Ölçer),"Kuzey, Doğu",Mülk Sahibi,2,1,7.0,1,0,1,0
1100-12856,https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-satilik/daire/1100-12856,21-04-2025,Daire,110.0,26.0,6. Kat,İstanbul / Kadıköy / Caddebostan Mah.,17250000,TL,İstanbul,Kadıköy,4.91,1. Kademe,156818.18,1.0,14.0,Merkezi,Güney,Boş,3,1,6.0,0,1,0,0
148275-24,https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-satilik/daire/148275-24,19-02-2025,Daire,120.0,5.0,1. Kat,İstanbul / Kadıköy / Erenköy Mah.,17250000,TL,İstanbul,Kadıköy,4.91,1. Kademe,143750.0,2.0,7.0,Kombi,"Doğu, Batı",Kiracılı,3,1,1.0,0,0,1,1
139746-425,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/139746-425,05-04-2025,Daire,130.0,8.0,6. Kat,İstanbul / Kadıköy / Suadiye Mah.,17250000,TL,İstanbul,Kadıköy,4.91,1. Kademe,132692.31,2.0,9.0,Kombi,Batı,Boş,3,1,6.0,0,0,0,1
130054-716,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/130054-716,24-04-2025,Daire,130.0,8.0,6. Kat,İstanbul / Kadıköy / Suadiye Mah.,17250000,TL,İstanbul,Kadıköy,4.91,1. Kademe,132692.31,2.0,9.0,Kombi,"Güney, Doğu, Batı",Boş,3,1,6.0,0,1,1,1
34400-4819,https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-satilik/daire/34400-4819,16-04-2025,Daire,110.0,21.0,6. Kat,İstanbul / Kadıköy / Caddebostan Mah.,17250000,TL,İstanbul,Kadıköy,4.91,1. Kademe,156818.18,1.0,14.0,Merkezi,Güney,Boş,3,1,6.0,0,1,0,0
53165-28538,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/53165-28538,08-04-2025,Daire,135.0,4.0,6. Kat,İstanbul / Kadıköy / Suadiye Mah.,17250000,TL,İstanbul,Kadıköy,4.91,1. Kademe,127777.78,2.0,9.0,Kombi,Güney,Boş,3,1,6.0,0,1,0,0
130492-3651,https://www.hepsiemlak.com/istanbul-umraniye-necip-fazil-satilik/daire/130492-3651,05-04-2025,Daire,270.0,19.0,8. Kat,İstanbul / Ümraniye / Necip Fazıl Mah.,17250000,TL,İstanbul,Ümraniye,3.364,1. Kademe,63888.89,3.0,8.0,Yerden Isıtma,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi,4,2,8.0,1,1,1,1
138068-782,https://www.hepsiemlak.com/istanbul-kadikoy-19-mayis-satilik/daire/138068-782,19-04-2025,Daire,130.0,5.0,6. Kat,İstanbul / Kadıköy / 19 Mayıs Mah.,17250000,TL,İstanbul,Kadıköy,4.91,1. Kademe,132692.31,2.0,9.0,Kombi,Güney,Boş,3,1,6.0,0,1,0,0
142510-468,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/142510-468,07-04-2025,Daire,130.0,8.0,6. Kat,İstanbul / Kadıköy / Suadiye Mah.,17250000,TL,İstanbul,Kadıköy,4.91,1. Kademe,132692.31,2.0,9.0,Kombi,"Doğu, Batı",Boş,3,1,6.0,0,0,1,1
2257-3812,https://www.hepsiemlak.com/istanbul-sariyer-darussafaka-satilik/daire/2257-3812,27-03-2025,Daire,145.0,24.0,3. Kat,İstanbul / Sarıyer / Darüşşafaka Mah.,17250000,TL,İstanbul,Sarıyer,3.249,1. Kademe,118965.52,2.0,5.0,Kombi,"Güney, Doğu, Batı",Kiracılı,3,1,3.0,0,1,1,1
39997-4775,https://www.hepsiemlak.com/ankara-yenimahalle-bestepe-satilik/daire/39997-4775,09-04-2025,Daire,160.0,7.0,Ara Kat,Ankara / Yenimahalle / Beştepe Mah.,17300000,TL,Ankara,Yenimahalle,4.481,1. Kademe,108125.0,2.0,14.0,Merkezi (Pay Ölçer),"Güney, Doğu",Kiracılı,3,1,7.0,0,1,1,0
39997-4773,https://www.hepsiemlak.com/ankara-cankaya-sogutozu-satilik/daire/39997-4773,08-04-2025,Daire,160.0,7.0,Ara Kat,Ankara / Çankaya / Söğütözü Mah.,17300000,TL,Ankara,Çankaya,6.901,1. Kademe,108125.0,2.0,14.0,Merkezi (Pay Ölçer),"Güney, Doğu",Kiracılı,3,1,7.0,0,1,1,0
39997-4774,https://www.hepsiemlak.com/ankara-cankaya-cukurambar-satilik/daire/39997-4774,09-04-2025,Daire,160.0,7.0,3. Kat,Ankara / Çankaya / Çukurambar Mah.,17300000,TL,Ankara,Çankaya,6.901,1. Kademe,108125.0,2.0,14.0,Merkezi (Pay Ölçer),"Güney, Doğu",Kiracılı,3,1,3.0,0,1,1,0
23761-80566,https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-satilik/daire/23761-80566,18-03-2025,Daire,130.0,8.0,1. Kat,İstanbul / Kadıköy / Erenköy Mah.,17400000,TL,İstanbul,Kadıköy,4.91,1. Kademe,133846.15,1.0,6.0,Kombi,"Güney, Doğu, Batı",Boş,3,1,1.0,0,1,1,1
4675-16884,https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-satilik/daire/4675-16884,10-03-2025,Daire,150.0,5.0,8. Kat,İstanbul / Kadıköy / Erenköy Mah.,17400000,TL,İstanbul,Kadıköy,4.91,1. Kademe,116000.0,2.0,12.0,Kombi,"Kuzey, Güney, Doğu, Batı",Boş,3,1,8.0,1,1,1,1
129689-574,https://www.hepsiemlak.com/istanbul-sariyer-huzur-satilik/daire/129689-574,25-04-2025,Daire,130.0,3.0,8. Kat,İstanbul / Sarıyer / Huzur Mah.,17400000,TL,İstanbul,Sarıyer,3.249,1. Kademe,133846.15,2.0,27.0,Merkezi (Pay Ölçer),"Güney, Doğu",Kiracılı,2,1,8.0,0,1,1,0
62823-7358,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/62823-7358,12-04-2025,Daire,95.0,2.0,Yüksek Giriş,İstanbul / Kadıköy / Suadiye Mah.,17450000,TL,İstanbul,Kadıköy,4.91,1. Kademe,183684.21,1.0,8.0,Kombi,"Güney, Doğu",Boş,2,1,0.0,0,1,1,0
23761-80582,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/23761-80582,24-03-2025,Daire,105.0,3.0,Yüksek Giriş,İstanbul / Kadıköy / Suadiye Mah.,17450000,TL,İstanbul,Kadıköy,4.91,1. Kademe,166190.48,1.0,9.0,Kombi,Güney,Boş,2,1,0.0,0,1,0,0
7553-16432,https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-satilik/daire/7553-16432,27-03-2025,Daire,85.0,2.0,Yüksek Giriş,İstanbul / Kadıköy / Caddebostan Mah.,17450000,TL,İstanbul,Kadıköy,4.91,1. Kademe,205294.12,1.0,8.0,Kombi,"Güney, Doğu",Boş,2,1,0.0,0,1,1,0
14946-13746,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/14946-13746,05-04-2025,Daire,90.0,3.0,Yüksek Giriş,İstanbul / Kadıköy / Suadiye Mah.,17450000,TL,İstanbul,Kadıköy,4.91,1. Kademe,193888.89,1.0,8.0,Kombi,Güney,Boş,2,1,0.0,0,1,0,0
22191-6834,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/22191-6834,04-04-2025,Daire,85.0,6.0,Yüksek Giriş,İstanbul / Kadıköy / Suadiye Mah.,17450000,TL,İstanbul,Kadıköy,4.91,1. Kademe,205294.12,1.0,9.0,Kombi,Güney,Boş,2,1,0.0,0,1,0,0
142510-464,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/142510-464,26-03-2025,Daire,85.0,3.0,Giriş Katı,İstanbul / Kadıköy / Suadiye Mah.,17450000,TL,İstanbul,Kadıköy,4.91,1. Kademe,205294.12,1.0,8.0,Kombi,"Güney, Batı",Boş,2,1,0.0,0,1,0,1
117718-59,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/117718-59,10-03-2025,Daire,160.0,26.0,Ara Kat,İstanbul / Kadıköy / Suadiye Mah.,17450000,TL,İstanbul,Kadıköy,4.91,1. Kademe,109062.5,3.0,6.0,Merkezi,"Kuzey, Güney, Doğu, Batı",Boş,3,1,3.0,1,1,1,1
92946-1592,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/92946-1592,10-04-2025,Daire,160.0,31.0,3. Kat,İstanbul / Kadıköy / Suadiye Mah.,17450000,TL,İstanbul,Kadıköy,4.91,1. Kademe,109062.5,2.0,6.0,Merkezi,"Güney, Doğu, Batı",Boş,3,1,3.0,0,1,1,1
87449-3617,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/87449-3617,02-04-2025,Daire,85.0,2.0,Yüksek Giriş,İstanbul / Kadıköy / Suadiye Mah.,17450000,TL,İstanbul,Kadıköy,4.91,1. Kademe,205294.12,1.0,8.0,Kombi,Güney,Boş,2,1,0.0,0,1,0,0
138068-771,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/138068-771,25-04-2025,Daire,85.0,4.0,Giriş Katı,İstanbul / Kadıköy / Suadiye Mah.,17450000,TL,İstanbul,Kadıköy,4.91,1. Kademe,205294.12,1.0,9.0,Kombi,Güney,Boş,2,1,0.0,0,1,0,0
130054-713,https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-satilik/daire/130054-713,24-04-2025,Daire,85.0,3.0,Yüksek Giriş,İstanbul / Kadıköy / Caddebostan Mah.,17450000,TL,İstanbul,Kadıköy,4.91,1. Kademe,205294.12,1.0,8.0,Kombi,"Güney, Doğu, Batı",Boş,2,1,0.0,0,1,1,1
1606-2809,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/1606-2809,01-04-2025,Daire,85.0,5.0,Giriş Katı,İstanbul / Kadıköy / Suadiye Mah.,17450000,TL,İstanbul,Kadıköy,4.91,1. Kademe,205294.12,1.0,9.0,Kombi,Güney,Boş,2,1,0.0,0,1,0,0
35033-4764,https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-satilik/daire/35033-4764,27-03-2025,Daire,85.0,3.0,Bahçe Katı,İstanbul / Kadıköy / Caddebostan Mah.,17450000,TL,İstanbul,Kadıköy,4.91,1. Kademe,205294.12,1.0,8.0,Kombi,Güney,Boş,2,1,0.0,0,1,0,0
26964-85846,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/26964-85846,02-04-2025,Daire,85.0,3.0,Yüksek Giriş,İstanbul / Kadıköy / Suadiye Mah.,17450000,TL,İstanbul,Kadıköy,4.91,1. Kademe,205294.12,1.0,9.0,Kombi,"Güney, Batı",Boş,2,1,0.0,0,1,0,1
92946-1612,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/92946-1612,10-04-2025,Daire,160.0,31.0,3. Kat,İstanbul / Kadıköy / Suadiye Mah.,17450000,TL,İstanbul,Kadıköy,4.91,1. Kademe,109062.5,2.0,6.0,Merkezi,"Güney, Doğu, Batı",Boş,3,1,3.0,0,1,1,1
4286-7708,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/4286-7708,25-03-2025,Daire,85.0,3.0,Giriş Katı,İstanbul / Kadıköy / Suadiye Mah.,17450000,TL,İstanbul,Kadıköy,4.91,1. Kademe,205294.12,1.0,8.0,Kombi,"Güney, Doğu",Boş,2,1,0.0,0,1,1,0
5112-2162,https://www.hepsiemlak.com/istanbul-fatih-aksemsettin-satilik/daire/5112-2162,13-04-2025,Daire,190.0,31.0,3. Kat,İstanbul / Fatih / Akşemsettin Mah.,17500000,TL,İstanbul,Fatih,4.226,1. Kademe,92105.26,1.0,4.0,Kombi,Güney,Boş,3,1,3.0,0,1,0,0
