ilan_id,oda_sayisi,banyo_sayisi,kat_sayisi,isinma_tipi,cephe,kullanim_durumu
133958-1030,1 + 1,2.0,4 Katlı,Kombi,"Güney, Doğu",Kiracılı
111753-2362,2 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu",Boş
94137-1249,3 + 1,1.0,4 Katlı,Soba,"Doğu, Batı",Kiracılı
97789-487,2 + 1,1.0,3 Katlı,Kombi,"Güney, Batı",Boş
139735-203,1 + 1,1.0,2 Katlı,Kombi,"Güney, Doğu",Boş
78645-3015,2 + 1,1.0,2 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
115752-270,1 + 1,1.0,3 Katlı,Kombi,Güney,Kiracılı
140848-284,2 + 0,1.0,4 Katlı,Merkezi (Pay Ölçer),Doğu,Boş
97789-469,2 + 1,1.0,3 Katlı,Kombi,"Güney, Batı",Boş
0-44022303,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu",Boş
137249-33,1 + 1,1.0,12 Katlı,Kombi,Güney,Kiracılı
154473-71,2 + 1,1.0,6 Katlı,Kombi,Güney,Boş
154473-43,2 + 0,1.0,3 Katlı,Kombi,"Güney, Doğu",Boş
150966-4,2 + 1,1.0,4 Katlı,Kombi,Doğu,Kiracılı
109842-160,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu",Kiracılı
126181-323,1 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu",Boş
134369-222,2 + 1,1.0,4 Katlı,Kombi,Batı,Mülk Sahibi
154234-17,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney",Boş
105502-2100,2 + 1,1.0,5 Katlı,Kombi,Batı,Kiracılı
128709-251,1 + 1,1.0,3 Katlı,Kombi,Batı,Kiracılı
142507-266,2 + 1,1.0,3 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
129277-1298,1 + 1,1.0,5 Katlı,Klima,"Güney, Doğu",Boş
136259-72,2 + 1,1.0,3 Katlı,Kombi,Güney,
56871-2904,2 + 1,1.0,3 Katlı,Kombi,Batı,Kiracılı
146717-20,2 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
117916-1842,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Boş
87703-222,2 + 1,1.0,5 Katlı,Kombi,Güney,Kiracılı
87703-225,2 + 1,1.0,5 Katlı,Kombi,Güney,Kiracılı
132292-819,2 + 1,1.0,5 Katlı,Kombi,Güney,Boş
145128-211,1 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
139522-246,3 + 1,1.0,5 Katlı,Kombi,"Güney, Batı",Boş
128814-319,3 + 1,1.0,4 Katlı,Kombi,Güney,Boş
142451-133,1 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
154755-23,1 + 1,1.0,5 Katlı,Kombi,Kuzey,
156240-49,2 + 1,1.0,3 Katlı,Merkezi (Pay Ölçer),"Güney, Batı",Boş
129391-357,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney",Boş
113922-712,1 + 1,1.0,5 Katlı,Klima,Güney,Kiracılı
148382-18,2 + 1,1.0,5 Katlı,Kombi,"Kuzey, Doğu, Batı",Mülk Sahibi
138543-229,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Doğu",Kiracılı
148290-549,3 + 1,1.0,4 Katlı,Klima,"Kuzey, Güney",Boş
113628-549,3 + 1,1.0,5 Katlı,Soba,Doğu,Kiracılı
148290-529,2 + 1,1.0,3 Katlı,Klima,"Doğu, Batı",Boş
1500-19198,2 + 1,1.0,9 Katlı,Klima,"Kuzey, Güney",Kiracılı
147535-464,1 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
111753-1864,2 + 1,2.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
0-44441874,1 + 1,1.0,3 Katlı,Yerden Isıtma,Güney,Kiracılı
128752-1438,2 + 1,1.0,5 Katlı,Kombi,"Doğu, Batı",Boş
120412-100,2 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Kiracılı
124534-1452,1 + 1,1.0,4 Katlı,Klima,"Kuzey, Güney, Batı",Boş
138543-234,3 + 1,1.0,5 Katlı,Kombi,"Güney, Batı",Boş
114614-1896,2 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu",Boş
19884-22,2 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
127977-340,2 + 1,1.0,3 Katlı,Kombi,"Kuzey, Doğu, Batı",Boş
150039-65,2 + 1,1.0,4 Katlı,Merkezi,"Kuzey, Batı",Boş
154326-44,2 + 1,1.0,2 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
133254-396,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Doğu",Kiracılı
81244-4669,2 + 1,1.0,4 Katlı,Kombi,Güney,Mülk Sahibi
81452-475,1 + 1,1.0,3 Katlı,Klima,"Güney, Doğu",Mülk Sahibi
125611-714,2 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu",Boş
128229-252,1 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu",Boş
146794-93,1 + 1,1.0,5 Katlı,Doğalgaz Sobası,"Kuzey, Doğu",Boş
42479-606,3 + 1,1.0,5 Katlı,Kombi,Güney,Boş
141407-281,2 + 1,1.0,3 Katlı,Soba,"Kuzey, Güney, Doğu, Batı",Boş
60779-4072,3 + 1,2.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
140021-128,2 + 1,1.0,6 Katlı,Kombi,Güney,Boş
147535-478,3 + 1,1.0,2 Katlı,Kombi,"Güney, Doğu, Batı",Boş
137450-316,2 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu",Boş
139786-2200,2 + 1,1.0,8 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Kiracılı
133831-856,1 + 1,1.0,13 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Kiracılı
133917-431,1 + 1,1.0,30 Katlı,Kombi,"Kuzey, Güney, Doğu",Kiracılı
140742-298,1 + 1,1.0,7 Katlı,Yerden Isıtma,Doğu,Boş
141111-168,2 + 1,1.0,6 Katlı,Kombi,"Kuzey, Güney",Boş
142265-198,2 + 1,1.0,6 Katlı,Kombi,Güney,Kiracılı
150941-271,1 + 1,1.0,4 Katlı,Kombi,Güney,Boş
134051-192,2 + 1,1.0,4 Katlı,Kombi,"Güney, Batı",Kiracılı
44124-1800,1 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney",Mülk Sahibi
121190-981,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
117134-100,1 + 1,1.0,6 Katlı,Kombi,"Kuzey, Güney",Boş
133693-232,2 + 1,1.0,5 Katlı,Kombi,Doğu,Kiracılı
89559-280,1 + 1,1.0,4 Katlı,Klima,Güney,Boş
95132-165,2 + 1,1.0,5 Katlı,Kombi,"Güney, Batı",Kiracılı
129895-531,2 + 1,1.0,3 Katlı,Kombi,Güney,Mülk Sahibi
117134-95,1 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney",Boş
117134-101,1 + 1,1.0,6 Katlı,Klima,"Kuzey, Güney",Boş
138294-426,2 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Kiracılı
147761-52,3 + 1,1.0,1 Katlı,Soba,"Kuzey, Güney, Doğu, Batı",Kiracılı
117134-2,2 + 1,1.0,5 Katlı,Kombi,Kuzey,Boş
129202-719,2 + 1,1.0,10 Katlı,Kombi,"Kuzey, Güney, Doğu",Boş
0-43569113,2 + 1,1.0,7 Katlı,Kombi,Güney,Boş
124020-215,3 + 1,1.0,2 Katlı,Kombi,"Kuzey, Batı",Kiracılı
145968-51,3 + 1,1.0,6 Katlı,Kombi,Batı,Boş
149659-103,2 + 1,1.0,5 Katlı,Kombi,Güney,Kiracılı
77619-625,3 + 1,1.0,4 Katlı,Kat Kaloriferi,Kuzey,Boş
95132-523,2 + 1,1.0,4 Katlı,Kombi,"Güney, Batı",Boş
122271-291,2 + 1,1.0,5 Katlı,Kombi,Güney,Kiracılı
0-44166578,1 + 1,1.0,3 Katlı,Yerden Isıtma,"Kuzey, Güney, Doğu, Batı",Kiracılı
5655-423,4 + 1,2.0,4 Katlı,Kombi,Güney,Kiracılı
65106-1309,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Batı",Belirtilmemiş
96857-462,2 + 1,1.0,8 Katlı,Kombi,"Kuzey, Batı",Boş
66611-1917,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
128551-435,1 + 1,1.0,12 Katlı,Klima,Doğu,Kiracılı
92198-1826,2 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
0-42582118,1 + 1,1.0,5 Katlı,Merkezi (Pay Ölçer),Batı,Kiracılı
148382-36,2 + 1,1.0,3 Katlı,Kombi,"Kuzey, Batı",Mülk Sahibi
87047-2448,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Batı",Boş
121775-405,1 + 1,1.0,2 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
4851-7549,3 + 1,1.0,4 Katlı,Soba,"Doğu, Batı",Boş
121775-355,1 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
104770-7176,2 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu",Boş
125789-341,2 + 1,1.0,5 Katlı,Soba,"Kuzey, Güney, Doğu, Batı",Kiracılı
141486-107,2 + 1,1.0,3 Katlı,Kombi,Doğu,Kiracılı
132476-960,2 + 1,1.0,5 Katlı,Soba,"Kuzey, Batı",Kiracılı
114414-2475,2 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
117916-1831,3 + 1,1.0,2 Katlı,Kombi,Batı,Kiracılı
70512-1492,1 + 1,1.0,6 Katlı,Klima,"Kuzey, Doğu, Batı",Boş
44124-414,1 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney",Kiracılı
65106-1414,2 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney",Kiracılı
154473-73,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney",Boş
140021-263,2 + 1,1.0,5 Katlı,Kombi,Güney,Boş
133958-1050,2 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
39285-1594,3 + 1,1.0,4 Katlı,Kombi,"Doğu, Batı",Boş
123904-112,2 + 2,1.0,3 Katlı,Kombi,Güney,Boş
141407-247,2 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu",Kiracılı
0-39338951,2 + 1,2.0,7 Katlı,Kat Kaloriferi,Güney,Kiracılı
124874-238,3 + 1,1.0,4 Katlı,Soba,Güney,Kiracılı
83219-22,1 + 0,1.0,5 Katlı,Klima,Güney,Boş
117134-103,1 + 1,1.0,6 Katlı,Klima,"Kuzey, Güney",Boş
81449-2327,2 + 0,1.0,4 Katlı,Kombi,"Güney, Batı",Kiracılı
140782-339,2 + 1,1.0,6 Katlı,Kombi,"Güney, Batı",Kiracılı
123394-344,3 + 1,1.0,6 Katlı,Kat Kaloriferi,"Kuzey, Güney, Batı",Kiracılı
146635-78,3 + 1,1.0,5 Katlı,Kombi,"Güney, Batı",Kiracılı
34922-1547,1 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Kiracılı
142410-170,2 + 0,1.0,4 Katlı,Kombi,Kuzey,Boş
113699-494,2 + 1,1.0,5 Katlı,Doğalgaz Sobası,"Güney, Doğu",Kiracılı
0-44347243,3 + 1,1.0,5 Katlı,Kombi,Güney,Boş
98561-1359,3 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
85986-3544,1 + 1,1.0,5 Katlı,Kombi,Güney,Kiracılı
5115-3422,2 + 1,1.0,3 Katlı,Kombi,Güney,Kiracılı
140355-122,2 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Kiracılı
138368-94,2 + 1,1.0,6 Katlı,Kombi,"Kuzey, Güney",Kiracılı
110623-419,2 + 1,1.0,6 Katlı,Kombi,Güney,Mülk Sahibi
140212-336,3 + 1,1.0,4 Katlı,Klima,"Kuzey, Güney, Doğu",Boş
136025-112,1 + 1,1.0,5 Katlı,Kombi,"Kuzey, Doğu",Boş
112265-2083,2 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Boş
0-44363968,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney",Kiracılı
61811-2029,1 + 1,1.0,4 Katlı,Kombi,Güney,Kiracılı
41709-1594,3 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu",Boş
141679-162,3 + 1,1.0,3 Katlı,Kombi,"Doğu, Batı",Boş
124980-301,1 + 0,1.0,4 Katlı,Kombi,"Doğu, Batı",
28297-4666,3 + 1,1.0,2 Katlı,Klima,"Güney, Doğu, Batı",Boş
122716-1072,2 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
134950-399,3 + 1,1.0,6 Katlı,Kombi,Güney,Boş
111300-564,2 + 2,2.0,3 Katlı,Kombi,Batı,Kiracılı
112159-530,3 + 1,1.0,4 Katlı,Kombi,"Doğu, Batı",Boş
691662-155,2 + 1,1.0,2 Katlı,Soba,Kuzey,Boş
132290-200,1 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu",Boş
148382-34,2 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu",Boş
149869-34,2 + 1,1.0,6 Katlı,Merkezi,"Güney, Doğu",
123861-230,3 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
135983-1,2 + 1,1.0,5 Katlı,Kombi,Batı,Boş
111551-1787,3 + 1,1.0,5 Katlı,Kombi,Güney,Kiracılı
44124-1641,3 + 1,1.0,4 Katlı,Merkezi,"Doğu, Batı",Mülk Sahibi
0-44068407,3 + 1,1.0,4 Katlı,Kombi,Güney,Kiracılı
0-44375867,1 + 1,1.0,4 Katlı,Kombi,"Kuzey, Doğu",Boş
0-44357354,2 + 1,2.0,3 Katlı,Kombi,"Güney, Doğu",
128300-156,1 + 1,1.0,12 Katlı,Kombi,Güney,Boş
113044-1376,3 + 1,1.0,5 Katlı,Kombi,Batı,Mülk Sahibi
115618-253,2 + 1,2.0,5 Katlı,Kombi,"Kuzey, Güney, Batı",Boş
129755-686,3 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Belirtilmemiş
138321-588,2 + 1,1.0,4 Katlı,Kombi,Güney,Boş
93711-461,1 + 1,1.0,6 Katlı,Merkezi,Batı,Boş
122596-1225,3 + 1,1.0,8 Katlı,Kombi,"Kuzey, Güney, Batı",Mülk Sahibi
110892-193,3 + 1,1.0,6 Katlı,Kombi,"Güney, Batı",Boş
133298-843,2 + 1,1.0,3 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
156111-159,2 + 1,1.0,4 Katlı,Kombi,"Doğu, Batı",Kiracılı
144578-241,2 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu, Batı",Boş
128949-128,1 + 1,1.0,4 Katlı,Klima,"Kuzey, Güney, Batı",Boş
0-44020734,1 + 1,1.0,2 Katlı,Kombi,Doğu,Boş
117093-150,2 + 1,1.0,3 Katlı,Kombi,Güney,Kiracılı
137235-568,3 + 1,1.0,5 Katlı,Kombi,Güney,Boş
110623-424,2 + 1,1.0,5 Katlı,Kombi,Kuzey,Belirtilmemiş
131522-228,3 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
150091-33,3 + 1,1.0,7 Katlı,Kombi,"Güney, Doğu",
156725-2,2 + 1,1.0,4 Katlı,Doğalgaz Sobası,"Kuzey, Güney, Doğu, Batı",Boş
148290-557,3 + 1,1.0,6 Katlı,Klima,"Kuzey, Güney",Mülk Sahibi
132765-233,3 + 1,1.0,3 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
104775-5507,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
54763-4702,2 + 1,1.0,4 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
142867-49,4 + 1,2.0,15 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
142465-717,2 + 1,1.0,6 Katlı,Kombi,Kuzey,Boş
35755-432,2 + 1,1.0,3 Katlı,Kombi,"Güney, Batı",Kiracılı
57672-444,2 + 1,1.0,4 Katlı,Kombi,Batı,Boş
153789-73,2 + 1,1.0,4 Katlı,Kombi,Güney,Kiracılı
129990-230,3 + 1,1.0,6 Katlı,Merkezi,"Kuzey, Batı",Boş
119649-947,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney",Boş
111753-2311,2 + 1,2.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
129755-655,2 + 1,1.0,5 Katlı,Kombi,"Kuzey, Doğu",Kiracılı
152700-138,2 + 1,1.0,5 Katlı,Kombi,Güney,Boş
116767-635,3 + 1,1.0,5 Katlı,Kombi,Güney,Kiracılı
49875-915,2 + 1,1.0,5 Katlı,Kombi,Kuzey,Boş
144385-79,2 + 1,2.0,5 Katlı,Kombi,"Güney, Doğu",Kiracılı
145701-66,3 + 1,1.0,4 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
140956-143,1 + 0,1.0,14 Katlı,Merkezi (Pay Ölçer),Güney,Boş
139374-187,2 + 1,1.0,2 Katlı,Kombi,Batı,Boş
96095-657,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Doğu",Mülk Sahibi
155569-6,1 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Kiracılı
133958-1118,2 + 1,1.0,11 Katlı,Merkezi,Güney,Boş
108967-210,1 + 1,1.0,6 Katlı,Kombi,Doğu,Kiracılı
57672-471,2 + 1,1.0,4 Katlı,Kombi,"Doğu, Batı",Boş
93427-1702,2 + 1,1.0,3 Katlı,Kombi,Doğu,Boş
146159-32,2 + 1,1.0,3 Katlı,Kombi,"Doğu, Batı",Mülk Sahibi
141556-96,1 + 1,1.0,6 Katlı,Kombi,Doğu,Boş
121650-972,3 + 1,1.0,4 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
125745-1506,2 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
150937-39,2 + 1,1.0,7 Katlı,Merkezi (Pay Ölçer),Batı,Boş
112077-1518,2 + 1,1.0,6 Katlı,Kombi,"Doğu, Batı",Kiracılı
24006-2591,2 + 1,1.0,3 Katlı,Kombi,"Kuzey, Batı",Boş
154287-7,3 + 1,1.0,3 Katlı,Kombi,Doğu,Kiracılı
134613-455,2 + 1,2.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
146375-105,1 + 1,1.0,10 Katlı,Kombi,"Kuzey, Doğu, Batı",Boş
143758-509,1 + 1,1.0,5 Katlı,Kombi,"Güney, Batı",Boş
108436-800,2 + 1,1.0,7 Katlı,Merkezi (Pay Ölçer),"Güney, Doğu",Kiracılı
129169-924,2 + 1,1.0,3 Katlı,Kombi,Doğu,Boş
137931-100,2 + 1,1.0,5 Katlı,Klima,"Kuzey, Güney",Boş
128210-249,2 + 1,1.0,14 Katlı,Klima,Batı,Kiracılı
156063-78,2 + 1,1.0,5 Katlı,Kombi,"Kuzey, Doğu",Mülk Sahibi
110589-1289,2 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
111176-2432,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu",Kiracılı
128698-85,2 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
131846-2653,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Doğu, Batı",Kiracılı
148290-257,3 + 1,1.0,6 Katlı,Klima,"Güney, Doğu",Kiracılı
133796-201,2 + 1,1.0,1 Katlı,Soba,"Kuzey, Güney, Doğu, Batı",Boş
150590-218,2 + 1,1.0,4 Katlı,Kombi,Doğu,Boş
54400-6832,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney",Mülk Sahibi
70155-89,1 + 2,1.0,23 Katlı,Kombi,Doğu,
15238-5086,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
130104-1893,2 + 1,1.0,3 Katlı,Kombi,Güney,Kiracılı
74238-11418,1 + 1,1.0,3 Katlı,Klima,Güney,Mülk Sahibi
148463-20,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu",
148635-78,3 + 1,1.0,14 Katlı,Merkezi,"Güney, Doğu",Boş
129443-181,2 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu, Batı",Boş
115618-249,1 + 1,1.0,5 Katlı,Kombi,"Kuzey, Batı",Boş
155569-5,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Kiracılı
139814-723,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Boş
124020-221,5 + 1,2.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
156063-57,2 + 1,1.0,6 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
153301-37,4 + 2,1.0,4 Katlı,Kombi,"Güney, Batı",Boş
111308-434,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Batı",Mülk Sahibi
0-42009648,3 + 1,1.0,5 Katlı,Merkezi,"Güney, Doğu",Kiracılı
131820-865,2 + 1,1.0,3 Katlı,Kombi,Batı,Kiracılı
154361-11,3 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
141901-447,1 + 1,1.0,4 Katlı,Kombi,Doğu,Kiracılı
153744-14,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu",Mülk Sahibi
44716-9156,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
103274-1181,2 + 1,1.0,4 Katlı,Kombi,Güney,Kiracılı
145381-201,2 + 1,1.0,2 Katlı,Klima,"Kuzey, Güney, Batı",Mülk Sahibi
82249-1422,2 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Boş
140570-139,2 + 1,1.0,5 Katlı,Merkezi (Pay Ölçer),"Güney, Batı",Boş
139807-541,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney",Boş
99212-3334,3 + 1,2.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu",Boş
47825-820,2 + 1,1.0,2 Katlı,Kombi,"Güney, Batı",
154361-172,3 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu, Batı",Boş
104775-5497,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
94175-1234,2 + 0,1.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Kiracılı
154708-20,1 + 1,1.0,5 Katlı,Kombi,"Güney, Batı",Boş
128698-80,1 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu",Boş
90748-229,2 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
123239-401,2 + 1,1.0,5 Katlı,Merkezi,"Kuzey, Doğu",Kiracılı
17377-6813,2 + 2,1.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
1420-1993,2 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
134684-375,1 + 1,1.0,5 Katlı,Kombi,Doğu,Mülk Sahibi
137520-134,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu, Batı",
16407-11627,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
112759-536,3 + 1,2.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu",Mülk Sahibi
117773-343,3 + 1,1.0,7 Katlı,Merkezi (Pay Ölçer),"Kuzey, Doğu, Batı",Kiracılı
133254-332,3 + 1,2.0,3 Katlı,Klima,"Kuzey, Güney",Boş
0-44136810,3 + 1,1.0,10 Katlı,Kombi,"Kuzey, Doğu",Kiracılı
107582-3816,1 + 1,1.0,5 Katlı,Kombi,Doğu,Mülk Sahibi
691574-482,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney",Kiracılı
130245-398,2 + 1,1.0,3 Katlı,Kombi,Doğu,Mülk Sahibi
92943-187,2 + 1,1.0,8 Katlı,Kombi,"Güney, Doğu",Kiracılı
140162-234,3 + 1,1.0,2 Katlı,Kombi,Batı,Boş
139872-295,2 + 1,1.0,4 Katlı,Kombi,"Güney, Batı",Boş
124333-473,2 + 1,1.0,3 Katlı,Kombi,"Doğu, Batı",Mülk Sahibi
140393-299,2 + 1,1.0,3 Katlı,Isıtma Yok,"Güney, Doğu, Batı",Boş
121753-958,2 + 0,1.0,5 Katlı,Kombi,"Güney, Batı",Kiracılı
87633-1493,3 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
0-44251042,1 + 1,1.0,7 Katlı,Kombi,Güney,Boş
123319-3011,1 + 1,1.0,3 Katlı,Klima,Güney,Kiracılı
156111-108,2 + 1,1.0,3 Katlı,Kombi,"Kuzey, Batı",Boş
108966-174,2 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",
155583-8,2 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
156240-25,2 + 1,1.0,3 Katlı,Kombi,Güney,Kiracılı
145446-518,2 + 1,1.0,6 Katlı,Kombi,"Kuzey, Güney",Mülk Sahibi
131323-433,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
74726-2573,2 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Belirtilmemiş
121698-123,3 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu, Batı",
129046-258,3 + 1,1.0,5 Katlı,Kombi,"Güney, Batı",Kiracılı
131539-80,3 + 1,1.0,5 Katlı,Kombi,Güney,Mülk Sahibi
133162-688,2 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
153940-2,2 + 1,1.0,8 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
140990-112,3 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
141725-23,1 + 1,1.0,4 Katlı,Kombi,Güney,Boş
145899-52,2 + 1,1.0,3 Katlı,Kombi,Güney,Boş
150450-10,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney",Kiracılı
140536-199,2 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Kiracılı
155496-2,3 + 1,2.0,3 Katlı,Klima,"Kuzey, Güney, Doğu",Mülk Sahibi
133162-694,2 + 1,1.0,2 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
139243-216,2 + 1,1.0,4 Katlı,Soba,Batı,Boş
74301-3771,2 + 1,1.0,6 Katlı,Kombi,"Kuzey, Güney, Batı",Belirtilmemiş
135774-4018,2 + 1,1.0,3 Katlı,Kombi,"Doğu, Batı",Mülk Sahibi
95132-545,3 + 1,1.0,6 Katlı,Kombi,"Güney, Batı",Boş
156111-157,1 + 1,1.0,2 Katlı,Kombi,"Doğu, Batı",Mülk Sahibi
6680-23294,1 + 1,1.0,4 Katlı,Kombi,"Güney, Batı",Kiracılı
87047-2510,3 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
71252-3393,2 + 1,1.0,5 Katlı,Soba,"Doğu, Batı",Boş
15694-3773,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
81244-5156,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Doğu, Batı",Boş
