ilan_id,oda_sayisi,banyo_sayisi,kat_sayisi,isinma_tipi,cephe,kullanim_durumu
157957-33,2 + 1,1.0,12 Katlı,Klima,"Güney, Doğu, Batı",Boş
139669-363,3 + 1,2.0,19 Katlı,Kombi,"Kuzey, Güney, Doğu",Boş
70723-6463,1 + 1,1.0,7 Katlı,Merkezi (Pay Ölçer),Güney,Kiracılı
90618-5318,2 + 1,1.0,7 Katlı,Klima,"Güney, Doğu",Boş
150797-63,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
5554-4969,2 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Batı",Boş
39051-1671,2 + 1,2.0,3 Katlı,Klima,"Kuzey, Batı",Mülk Sahibi
136971-49,3 + 1,2.0,7 Katlı,Kombi,"Kuzey, Güney, Batı",Boş
118119-487,2 + 1,1.0,5 Katlı,Merkezi,Doğu,Kiracılı
7697-15782,3 + 1,2.0,6 Katlı,Merkezi (Pay Ölçer),"Güney, Batı",Boş
91929-1895,2 + 1,2.0,30 Katlı,Merkezi (Pay Ölçer),"Güney, Doğu",Boş
43222-879,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
115645-389,4 + 1,2.0,10 Katlı,Merkezi,"Kuzey, Güney, Batı",Belirtilmemiş
1500-19356,3 + 1,1.0,10 Katlı,Kombi,"Kuzey, Güney, Batı",Kiracılı
153622-7,4 + 1,2.0,11 Katlı,Kombi,"Kuzey, Doğu, Batı",Kiracılı
58292-6644,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu, Batı",
137767-190,3 + 1,3.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Boş
134913-1508,2 + 1,2.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
47990-1646,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Batı",Mülk Sahibi
135850-1012,2 + 1,2.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
133061-504,3 + 1,1.0,6 Katlı,Kombi,Güney,Kiracılı
94718-2740,3 + 1,1.0,3 Katlı,Kombi,"Güney, Batı",Kiracılı
0-42944446,4 + 1,2.0,5 Katlı,Kombi,"Güney, Doğu, Batı",Boş
10943-3252,4 + 1,2.0,2 Katlı,Kombi,"Güney, Batı",Kiracılı
131987-3158,5 + 2,2.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Boş
39051-1687,2 + 1,1.0,3 Katlı,Klima,"Kuzey, Doğu, Batı",Boş
87346-309,2 + 1,1.0,3 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
113388-3242,4 + 1,2.0,9 Katlı,Kombi,"Kuzey, Doğu, Batı",Mülk Sahibi
142188-48,2 + 1,2.0,2 Katlı,Isıtma Yok,"Kuzey, Batı",Boş
135696-742,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
1217-5772,2 + 1,1.0,4 Katlı,Kombi,"Güney, Batı",Boş
8315-15700,5 + 1,2.0,2 Katlı,Kombi,"Doğu, Batı",Boş
93181-5311,3 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
145403-249,3 + 1,1.0,4 Katlı,Klima,"Güney, Doğu, Batı",Boş
134354-1896,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Doğu",Kiracılı
85783-2720,4 + 2,2.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu",Mülk Sahibi
145403-264,2 + 1,1.0,3 Katlı,Klima,"Kuzey, Doğu, Batı",Boş
135850-901,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
97948-14710,2 + 1,2.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
28765-14971,3 + 1,2.0,2 Katlı,Klima,"Güney, Batı",Kiracılı
135830-1440,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
140868-1398,3 + 1,1.0,2 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Kiracılı
110558-13443,5 + 1,3.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
2986-16462,1 + 1,1.0,7 Katlı,Kombi,Güney,Kiracılı
6545-3941,1 + 1,1.0,5 Katlı,Klima,"Kuzey, Doğu",Boş
40658-20640,3 + 1,2.0,5 Katlı,Kombi,Doğu,Boş
74238-11333,4 + 1,2.0,3 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
101012-2300,3 + 1,1.0,3 Katlı,Klima,"Güney, Doğu, Batı",Mülk Sahibi
40658-20491,3 + 1,2.0,5 Katlı,Kombi,Doğu,Boş
56377-3364,4 + 1,2.0,5 Katlı,Kombi,Güney,Kiracılı
128906-2403,3 + 1,2.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
110558-13779,3 + 1,2.0,4 Katlı,Kombi,"Güney, Doğu",Boş
115151-763,2 + 1,1.0,4 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Boş
145519-187,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
140506-599,3 + 1,2.0,7 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
3165-7069,3 + 1,2.0,4 Katlı,Kombi,"Kuzey, Doğu",Belirtilmemiş
87783-2969,3 + 1,2.0,3 Katlı,Klima,"Güney, Doğu, Batı",Boş
124500-505,2 + 1,2.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
155323-31,3 + 1,2.0,11 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
98134-259,2 + 1,1.0,3 Katlı,Klima,Batı,Boş
136615-27,3 + 1,2.0,10 Katlı,Kombi,"Kuzey, Doğu",Boş
121097-993,3 + 1,2.0,11 Katlı,Kombi,"Kuzey, Güney, Batı",Mülk Sahibi
125267-1022,4 + 1,2.0,3 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",
55822-4123,6 + 1,2.0,3 Katlı,Kombi,Güney,
144118-132,5 + 1,3.0,2 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
138624-155,4 + 1,2.0,3 Katlı,Klima,Güney,Boş
68118-5658,3 + 1,1.0,2 Katlı,Kombi,"Kuzey, Doğu, Batı",Mülk Sahibi
151929-105,4 + 1,2.0,4 Katlı,Kombi,"Doğu, Batı",Mülk Sahibi
121128-3449,3 + 1,1.0,10 Katlı,Kombi,"Güney, Doğu",Kiracılı
70103-913,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney",Mülk Sahibi
144359-206,3 + 1,2.0,7 Katlı,Kombi,"Güney, Batı",
145323-623,4 + 1,1.0,10 Katlı,Kombi,"Kuzey, Güney, Batı",Boş
56377-3452,3 + 1,2.0,6 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
140405-169,2 + 1,2.0,4 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Boş
76785-14324,2 + 1,2.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
8447-232,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney",Kiracılı
119014-2655,3 + 1,1.0,4 Katlı,Kat Kaloriferi,"Kuzey, Güney",Boş
109158-3207,3 + 2,2.0,5 Katlı,Kombi,"Güney, Doğu",Boş
42882-1213,4 + 1,2.0,12 Katlı,Kombi,"Kuzey, Doğu, Batı",Boş
36376-2838,2 + 1,1.0,4 Katlı,Kombi,Güney,Kiracılı
6545-4167,2 + 1,1.0,5 Katlı,Klima,"Güney, Doğu",Mülk Sahibi
15126-4636,3 + 1,1.0,11 Katlı,Kombi,Batı,Kiracılı
148046-97,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Batı",Mülk Sahibi
137862-66,2 + 1,1.0,14 Katlı,Kombi,Güney,Kiracılı
133061-412,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
28040-1598,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
137514-167,3 + 1,2.0,6 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
19884-35,2 + 1,1.0,4 Katlı,Kombi,Doğu,Boş
75968-2064,3 + 1,1.0,8 Katlı,Merkezi,"Güney, Doğu",Boş
153969-60,2 + 1,2.0,4 Katlı,Kombi,"Kuzey, Güney, Batı",Boş
142413-1,3 + 1,2.0,10 Katlı,Merkezi,"Güney, Doğu",Kiracılı
91929-2076,2 + 1,2.0,30 Katlı,Kombi,"Güney, Doğu",Boş
83386-5380,3 + 1,2.0,18 Katlı,Kombi,"Kuzey, Güney, Doğu",Boş
129536-81,3 + 1,2.0,12 Katlı,Kombi,"Kuzey, Batı",Mülk Sahibi
144514-96,3 + 1,2.0,6 Katlı,Kombi,"Güney, Doğu",Boş
145934-241,4 + 1,2.0,4 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
88352-2173,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
75968-2041,3 + 1,1.0,8 Katlı,Merkezi,"Güney, Doğu",Boş
137539-53,2 + 0,2.0,4 Katlı,Kombi,"Güney, Doğu",Kiracılı
1389-1839,2 + 1,2.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
137087-812,3 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
133055-47,3 + 1,2.0,6 Katlı,Kombi,Kuzey,Boş
121035-12,3 + 1,2.0,3 Katlı,Kombi,"Doğu, Batı",Mülk Sahibi
154544-9,2 + 1,2.0,4 Katlı,Kombi,Güney,Boş
126339-418,5 + 1,2.0,3 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
108837-872,3 + 1,2.0,10 Katlı,Kombi,"Kuzey, Güney, Doğu",Kiracılı
137605-2,2 + 1,1.0,3 Katlı,Isıtma Yok,"Güney, Doğu, Batı",Boş
8560-5108,4 + 1,2.0,4 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Boş
155992-44,1 + 1,1.0,3 Katlı,Klima,"Güney, Batı",Boş
26182-2960,4 + 1,1.0,3 Katlı,Klima,Güney,
94977-2164,4 + 1,2.0,6 Katlı,Jeotermal Isıtma,"Güney, Batı",Mülk Sahibi
156201-7,4 + 1,2.0,7 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
152727-50,3 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu, Batı",
140171-198,2 + 1,1.0,3 Katlı,Klima,"Güney, Doğu",Mülk Sahibi
141376-228,4 + 1,2.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Boş
120150-2547,3 + 1,1.0,4 Katlı,Kombi,Güney,Boş
4616-865,3 + 1,1.0,5 Katlı,Kombi,Kuzey,Kiracılı
154814-7,4 + 1,2.0,8 Katlı,Kombi,Batı,Mülk Sahibi
151626-43,3 + 1,1.0,5 Katlı,Klima,"Kuzey, Güney, Doğu",Boş
130258-20,3 + 1,2.0,6 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
19584-1259,3 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
15136-1825,3 + 1,1.0,3 Katlı,Kombi,Güney,Boş
17878-2138,2 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
21865-5209,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Batı",Belirtilmemiş
0-41994803,4 + 1,3.0,2 Katlı,Yerden Isıtma,"Güney, Doğu, Batı",Boş
71801-1145,3 + 1,2.0,15 Katlı,Kombi,Güney,Boş
151387-132,3 + 1,2.0,11 Katlı,Kombi,"Kuzey, Batı",Kiracılı
123147-545,7 + 1,2.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
42692-2453,2 + 1,1.0,6 Katlı,Kombi,"Doğu, Batı",Kiracılı
60491-152,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Doğu",Mülk Sahibi
71822-576,4 + 1,1.0,7 Katlı,Merkezi,"Kuzey, Güney",Mülk Sahibi
79704-318,2 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney",Kiracılı
107215-1489,3 + 1,1.0,3 Katlı,Kombi,Güney,Boş
56241-2699,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
106581-752,3 + 1,1.0,9 Katlı,Kombi,Doğu,Mülk Sahibi
129544-258,4 + 1,2.0,2 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Boş
114395-3481,3 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
131185-732,2 + 1,2.0,22 Katlı,Merkezi (Pay Öl...,Güney,Kiracılı
137514-161,2 + 1,1.0,9 Katlı,Kombi,"Güney, Doğu",Kiracılı
108245-3505,4 + 1,2.0,5 Katlı,Kombi,"Güney, Doğu, Batı",Boş
151387-124,4 + 1,2.0,10 Katlı,Merkezi,"Kuzey, Batı",Mülk Sahibi
131752-335,3 + 0,1.0,15 Katlı,Merkezi,"Kuzey, Batı",Kiracılı
110844-5813,2 + 1,1.0,5 Katlı,Kombi,"Güney, Batı",Kiracılı
56554-3237,5 + 1,2.0,5 Katlı,Kombi,Güney,Mülk Sahibi
131478-207,3 + 1,1.0,4 Katlı,Kombi,Güney,Boş
6545-4144,2 + 1,2.0,9 Katlı,Klima,"Güney, Batı",Mülk Sahibi
14984-4627,3 + 1,2.0,3 Katlı,Kombi,"Kuzey, Batı",Boş
139300-10,3 + 1,1.0,12 Katlı,Merkezi (Pay Öl...,"Güney, Doğu, Batı",Mülk Sahibi
110814-1233,2 + 1,1.0,4 Katlı,Klima,"Güney, Doğu",
120541-1213,5 + 1,2.0,4 Katlı,Kombi,"Güney, Doğu, Batı",Boş
157957-43,2 + 1,1.0,14 Katlı,Klima,"Güney, Doğu, Batı",Boş
125960-504,5 + 1,2.0,5 Katlı,Merkezi (Pay Öl...,"Kuzey, Batı",Boş
148225-319,1 + 1,1.0,3 Katlı,Klima,"Kuzey, Güney",Boş
5121-11016,1 + 1,1.0,26 Katlı,Kombi,"Güney, Doğu",Boş
82424-243,3 + 1,2.0,9 Katlı,Yerden Isıtma,"Güney, Doğu, Batı",Boş
25673-7283,3 + 1,2.0,15 Katlı,Merkezi (Pay Öl...,"Güney, Batı",Boş
4310-3306,3 + 1,1.0,12 Katlı,Kombi,"Kuzey, Güney, Batı",Boş
4310-3301,3 + 1,1.0,12 Katlı,Kombi,"Kuzey, Güney, Batı",Boş
40002-5026,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
46710-25041,3 + 1,2.0,4 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
42144-7294,3 + 1,1.0,13 Katlı,Kombi,"Güney, Batı",Boş
150443-36,4 + 1,2.0,17 Katlı,Merkezi (Pay Öl...,"Güney, Doğu",Boş
121003-4312,3 + 1,1.0,12 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
61688-4916,3 + 1,2.0,15 Katlı,Merkezi,"Güney, Batı",Mülk Sahibi
135726-962,3 + 1,1.0,3 Katlı,Kombi,"Güney, Batı",Boş
155585-6,3 + 1,2.0,13 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
61688-4877,4 + 1,2.0,13 Katlı,Merkezi,"Doğu, Batı",Mülk Sahibi
154981-38,4 + 1,2.0,4 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
114635-2378,2 + 1,1.0,4 Katlı,Klima,"Güney, Doğu",Boş
147464-7,3 + 1,1.0,3 Katlı,Klima,Batı,Boş
139772-229,5 + 2,3.0,4 Katlı,Kombi,Batı,Boş
142850-548,2 + 1,1.0,3 Katlı,Klima,"Güney, Batı",Kiracılı
119505-4414,3 + 1,1.0,4 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Boş
7350-10149,4 + 2,3.0,4 Katlı,Kombi,"Güney, Doğu, Batı",Boş
4242-3551,3 + 1,1.0,13 Katlı,Kombi,"Kuzey, Doğu",Kiracılı
133337-293,3 + 1,1.0,4 Katlı,Jeotermal Isıtm...,"Doğu, Batı",Mülk Sahibi
153081-35,3 + 1,1.0,7 Katlı,Kombi,"Kuzey, Güney, Doğu",Kiracılı
40658-21606,2 + 1,1.0,5 Katlı,Kombi,Güney,Mülk Sahibi
136722-245,2 + 1,1.0,2 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
122048-1181,4 + 1,2.0,14 Katlı,Klima,"Kuzey, Güney, Batı",Boş
90997-2061,8 + 2,6.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu",Kiracılı
7697-15448,3 + 1,2.0,5 Katlı,Kombi,Güney,Kiracılı
64667-1887,3 + 1,2.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu",Kiracılı
2915-7202,2 + 1,1.0,5 Katlı,Kombi,Güney,Kiracılı
128930-656,3 + 1,1.0,4 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
140573-1236,3 + 1,2.0,1 Katlı,Isıtma Yok,"Güney, Doğu, Batı",Boş
6680-23286,3 + 2,2.0,4 Katlı,Kombi,"Güney, Batı",Boş
65108-2652,2 + 1,1.0,13 Katlı,Merkezi (Pay Öl...,Güney,Mülk Sahibi
111469-736,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
129688-997,3 + 2,2.0,5 Katlı,Kombi,Güney,Mülk Sahibi
109136-1111,2 + 1,1.0,9 Katlı,Merkezi (Pay Öl...,Kuzey,Kiracılı
136915-1104,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Doğu, Batı",Mülk Sahibi
27499-3408,4 + 1,2.0,3 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Boş
0-42735360,1 + 1,1.0,16 Katlı,Merkezi (Pay Öl...,Güney,Boş
153011-10,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu",Boş
94790-680,6 + 1,2.0,4 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
112407-1706,3 + 1,2.0,2 Katlı,Kat Kaloriferi,"Güney, Doğu, Batı",Boş
122193-554,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Doğu",Kiracılı
104215-1606,4 + 1,2.0,3 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
63101-93,3 + 1,2.0,16 Katlı,Merkezi,"Güney, Doğu, Batı",Mülk Sahibi
65431-14294,4 + 1,2.0,7 Katlı,Merkezi (Pay Öl...,"Doğu, Batı",Boş
88229-3411,3 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
6680-23252,4 + 2,2.0,4 Katlı,Kombi,"Güney, Batı",Kiracılı
42003-6455,2 + 1,2.0,8 Katlı,Kombi,"Güney, Doğu",Boş
0-38995099,3 + 1,1.0,5 Katlı,Kombi,Doğu,Mülk Sahibi
129424-2393,3 + 1,2.0,1 Katlı,Kombi,"Güney, Doğu",Boş
6545-3498,3 + 1,2.0,6 Katlı,Isıtma Yok,"Güney, Doğu",Boş
118740-1416,3 + 2,2.0,5 Katlı,Kombi,Güney,Boş
144748-515,3 + 2,2.0,5 Katlı,Kombi,"Güney, Doğu",Kiracılı
9083-4905,3 + 1,2.0,4 Katlı,Kombi,Güney,Boş
115017-2525,4 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu",Boş
135830-1559,3 + 1,2.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
2545-8466,4 + 1,2.0,10 Katlı,Merkezi (Pay Öl...,"Kuzey, Doğu, Batı",Kiracılı
53138-11680,3 + 1,1.0,9 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
74238-10959,2 + 1,2.0,3 Katlı,Klima,"Kuzey, Batı",Mülk Sahibi
131345-328,2 + 1,2.0,16 Katlı,Klima,Güney,Boş
6680-21465,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
1350-9032,4 + 1,2.0,7 Katlı,Merkezi (Pay Öl...,"Güney, Doğu",Boş
5630-6051,3 + 1,2.0,2 Katlı,Klima,"Doğu, Batı",Mülk Sahibi
139243-262,2 + 1,2.0,10 Katlı,Kombi,Güney,Mülk Sahibi
136685-1950,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
146616-181,3 + 1,2.0,9 Katlı,Kombi,"Güney, Batı",Boş
138176-439,4 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu",Mülk Sahibi
6623-3173,2 + 1,2.0,4 Katlı,Klima,Güney,Boş
47521-2383,2 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",
146450-16,3 + 2,1.0,5 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
27333-508,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Doğu, Batı",Mülk Sahibi
155798-3,4 + 1,1.0,9 Katlı,Merkezi (Pay Öl...,"Güney, Doğu, Batı",Mülk Sahibi
0-44305725,4 + 1,2.0,4 Katlı,Kombi,Güney,Mülk Sahibi
156442-15,3 + 1,2.0,4 Katlı,Kombi,"Kuzey, Güney, Batı",Kiracılı
71252-3449,2 + 1,2.0,10 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
123737-251,3 + 1,2.0,15 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
134414-378,2 + 1,2.0,3 Katlı,Klima,"Kuzey, Güney, Batı",Boş
147021-42,3 + 1,1.0,10 Katlı,Kombi,"Güney, Doğu, Batı",Boş
0-44428437,3 + 1,3.0,9 Katlı,Klima,Güney,Mülk Sahibi
154576-71,3 + 1,2.0,13 Katlı,Kombi,"Güney, Batı",Boş
0-44458686,2 + 1,1.0,6 Katlı,Kombi,"Kuzey, Güney",Boş
0-44515593,3 + 1,2.0,8 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
19538-3642,6 + 1,3.0,3 Katlı,Kombi,"Güney, Doğu",Boş
80414-854,3 + 1,2.0,4 Katlı,Kombi,"Doğu, Batı",Boş
71862-1711,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Doğu",Boş
89471-1052,2 + 1,2.0,5 Katlı,Klima,"Kuzey, Doğu",Boş
64884-3464,4 + 1,2.0,14 Katlı,Kombi,"Kuzey, Güney, Batı",Mülk Sahibi
91814-959,2 + 1,1.0,5 Katlı,Kombi,Doğu,Mülk Sahibi
117663-1890,3 + 1,1.0,8 Katlı,Kombi,"Kuzey, Güney",Boş
61626-972,3 + 1,2.0,9 Katlı,Kombi,"Kuzey, Batı",Kiracılı
156432-30,4 + 1,2.0,13 Katlı,Merkezi,"Güney, Batı",Boş
62576-2,3 + 1,2.0,7 Katlı,Kombi,Güney,Boş
109419-299,4 + 1,3.0,3 Katlı,Klima,"Kuzey, Güney, Doğu",Boş
148155-30,3 + 2,2.0,4 Katlı,Kombi,"Kuzey, Güney",Boş
137224-20,1 + 1,1.0,30 Katlı,Merkezi (Pay Öl...,"Güney, Batı",Kiracılı
42144-7308,3 + 1,1.0,12 Katlı,Kombi,"Güney, Batı",Kiracılı
6680-23154,3 + 2,2.0,4 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
150443-41,4 + 1,2.0,10 Katlı,Merkezi (Pay Öl...,Güney,Kiracılı
141902-114,3 + 1,2.0,3 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Boş
52143-3135,3 + 1,1.0,5 Katlı,Merkezi,"Doğu, Batı",Boş
0-44301965,4 + 1,2.0,9 Katlı,Doğalgaz Sobası,Güney,Mülk Sahibi
0-44299851,5 + 1,3.0,5 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
1217-6262,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney",Mülk Sahibi
87941-1124,4 + 1,2.0,15 Katlı,Merkezi (Pay Öl...,"Güney, Doğu",Mülk Sahibi
135830-1434,2 + 1,1.0,4 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Boş
123228-24,3 + 1,2.0,2 Katlı,Klima,"Güney, Batı",Boş
150864-25,3 + 1,2.0,7 Katlı,Merkezi,"Güney, Batı",Mülk Sahibi
142113-327,4 + 1,2.0,10 Katlı,Merkezi,Güney,Mülk Sahibi
10004-1333,3 + 1,2.0,2 Katlı,Kombi,Doğu,Mülk Sahibi
5459-5056,2 + 1,1.0,5 Katlı,Kombi,Güney,Kiracılı
123755-849,5 + 2,1.0,4 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
157957-16,2 + 1,1.0,4 Katlı,Klima,"Kuzey, Güney, Batı",Boş
154592-19,4 + 1,2.0,14 Katlı,Merkezi (Pay Öl...,"Güney, Doğu",Boş
152768-71,1 + 1,1.0,9 Katlı,Klima,Güney,Boş
115575-874,3 + 1,1.0,9 Katlı,Kombi,Güney,Boş
692546-2206,4 + 1,2.0,3 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
30133-3808,3 + 1,1.0,5 Katlı,Kombi,Güney,Boş
94451-2508,2 + 1,1.0,4 Katlı,Klima,"Güney, Doğu",Kiracılı
131815-181,4 + 1,2.0,7 Katlı,Kombi,"Doğu, Batı",Mülk Sahibi
58394-1217,2 + 1,1.0,3 Katlı,Kombi,"Doğu, Batı",Kiracılı
136337-138,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
49446-4443,2 + 1,2.0,5 Katlı,Kombi,"Güney, Batı",Kiracılı
0-43347836,3 + 1,1.0,4 Katlı,Kombi,Doğu,Mülk Sahibi
141458-322,4 + 1,2.0,16 Katlı,Merkezi (Pay Öl...,"Güney, Doğu",Mülk Sahibi
15255-1813,3 + 1,2.0,4 Katlı,Yerden Isıtma,"Kuzey, Güney",Mülk Sahibi
27431-10585,3 + 1,3.0,6 Katlı,Kombi,"Kuzey, Güney, Doğu",Mülk Sahibi
144462-118,3 + 1,1.0,4 Katlı,Klima,Doğu,Mülk Sahibi
1925-11103,4 + 1,5.0,19 Katlı,Kombi,"Kuzey, Güney, Doğu",Boş
142113-312,4 + 1,2.0,6 Katlı,Kombi,"Doğu, Batı",Boş
156287-24,1 + 1,1.0,6 Katlı,Klima,Güney,Boş
9615-362,4 + 1,2.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
117050-4366,4 + 1,2.0,10 Katlı,Kombi,"Kuzey, Güney, Batı",Boş
63021-8365,4 + 1,2.0,4 Katlı,Kombi,"Güney, Doğu",
4380-12057,4 + 1,2.0,4 Katlı,Kombi,"Güney, Doğu, Batı",Boş
13123-4289,2 + 1,1.0,7 Katlı,Merkezi (Pay Öl...,"Kuzey, Güney, Doğu, Batı",Kiracılı
143886-3,3 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
156180-55,3 + 1,2.0,15 Katlı,Merkezi (Pay Öl...,"Güney, Doğu, Batı",Kiracılı
145205-282,3 + 1,2.0,10 Katlı,Kombi,"Kuzey, Doğu, Batı",Mülk Sahibi
84968-1010,3 + 1,3.0,4 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
15746-1346,3 + 1,1.0,2 Katlı,Merkezi,"Kuzey, Doğu",Boş
9540-4229,3 + 1,1.0,2 Katlı,Merkezi,"Güney, Doğu",Boş
77293-5242,2 + 1,2.0,7 Katlı,Merkezi (Pay Öl...,Kuzey,Kiracılı
147344-20,4 + 2,2.0,4 Katlı,Kombi,"Doğu, Batı",Mülk Sahibi
93460-4754,4 + 1,2.0,9 Katlı,Kombi,"Kuzey, Güney, Doğu",Kiracılı
149990-267,2 + 1,2.0,4 Katlı,Kombi,"Kuzey, Doğu, Batı",Boş
146103-184,5 + 3,3.0,3 Katlı,Soba,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
